id_producto;proveedor;categoria;nombre;ref_fabricante;ref_proveedor;stock;precio_venta;imagenes;descripcion
2;2;110602;10BQ040 (IR1F)   DO2;2;2;938;0,16000;;CHIP DIODO RAPIDO 1A 40V SMB 3,9X4,5
3;2;110602;1N4004D;3;3;57;0,06010;;CHIP DIODO RECT.1A 400V SOD110 RECTAN
4;2;0;81.035/AZ/5M 12V;4;4;0;59,50000;;TIRA 300 LED FLEXI.AZUL 3528 120G 5M.
5;2;110602;BA582 (BLUE S);5;5;460;0,46000;;CHIP DIODO CONMU.35V 0,1A SOD123 1,8X3,9
6;2;110602;BA682;6;6;2260;0,01202;;CHIP DIODO CONMUTACION 35V 100mA SOD80C
7;2;110602;BAR43S DOBLE SERIE (;7;7;1722;0,19112;;CHIP DIODO RAPIDO 0,1A 30V SOT23
8;2;0;2101.3061;8;8;0;0,32000;;CONECTOR 2,54 1X6V HE.RE.8,50mm
9;2;110602;BAS19;9;9;25;0,06010;;CHIP DIODO SOT23 (TO236AB)
10;2;110602;BAS21 (JSs);10;10;5460;0,02028;;CHIP DIODO SOT23 (TO236AB)
11;2;0;0903 164 6951 CL2;11;11;0;4,32000;;CONECTOR 41612 C 62+2V a+c MA.CO.C.I
12;2;110602;BAS28;12;12;2200;0,07500;;CHIP DIODO SOT143 DOBLE
13;2;110602;BAS32L;13;13;2448;0,02400;;CHIP DIODO CONMUTACION 75V 200mA SOD80C
14;2;91021;0402 5% 18R;14;14;9800;0,00542;;CHIP RESISTENCIA PELICULA SMD
15;2;110602;BAS7004 (74P);15;15;196;0,07480;;CHIP DIODO DOBLE SERIE SOT23 (TO236AB)
16;2;110602;BAS7005;16;16;622;0,36060;;CHIP DIODO DOBLE K/C SOT23 (TO236AB)
17;2;0;820uF 6.3V 11,5X8;17;17;0;0,62000;;CONDEN.ELCO.RADIAL 105G R.3,5 SUBMINIATU
18;2;110602;BAS85;18;18;3880;0,05622;;CHIP DIODO RAPIDO 30V 200mA SOD80C
19;2;110602;BAT17;19;19;1030;0,10818;;CHIP DIODO SOT23 (TO236AB)
20;2;110602;BAT18;20;20;5600;0,18000;;CHIP DIODO CONMUTACION SOT23 (TO236AB)
21;2;91021;0402 5% 22K;21;21;9780;0,00542;;CHIP RESISTENCIA PELICULA SMD
22;2;110602;BAT43W;22;22;6337;0,14424;;CHIP DIODO RAPIDO 30V 0,2A SOD123 1,8X3,
23;2;0;110-87-636-41-001;23;23;0;0,49600;;ZOCALO C.I.2,54 36P P/RED.ORO SELECTIVO
24;2;91021;0402 5% 5,1K;24;24;9890;0,00542;;CHIP RESISTENCIA PELICULA SMD
25;2;110602;BAT54S SERIE (L44);25;25;7974;0,02300;;CHIP DIODO RAPIDO 2X0,2A 30V SOT23
26;2;110602;BAT74;26;26;3608;0,06010;;CHIP DIODO SOT143
27;2;110602;BAV103;27;27;377;0,04208;;CHIP DIODO RECTIFI.0,2A 200V SOD80
28;2;110602;BAV23;28;28;2632;0,16228;;CHIP DIODO ALTA VELOCIDAD DOBLE SOT143
29;2;110602;BAV70;29;29;357;0,01600;;CHIP DIODO ALTA VELOCIDAD DOBLE SOT23
30;2;110602;BAV70W;30;30;4982;0,01800;;CHIP DIODO DOBLE SOT323 2,2X1,3X2,2
32;2;0;MAX15006BASA+;32;32;0;4,20000;;CHIP CIR.INTEGR.SO8 4X6,2X5 1,27
33;2;110602;BAW56;33;33;2920;0,01660;;CHIP DIODO ALTA VELOCIDAD SOT23 (TO236AB
34;2;110602;BAW56W;34;34;5889;0,05410;;CHIP DIODO DOBLE SOT323 2,2X1,3X2,2
35;2;110602;BB134;35;35;2025;0,09976;;CHIP DIODO VARICAP UHF SOD323
36;2;110602;BB148;36;36;2485;0,11780;;CHIP DIODO VARICAP VHF SOD323
37;2;110602;BB8042;37;37;2700;0,06010;;CHIP DIODO SOT23 (TO236AB)
38;2;110602;BB8142;38;38;3000;0,12020;;CHIP DIODO SOT23 (TO236AB)
39;2;0;NC6MXX;39;39;0;11,64000;;CONECTOR MICRO XLR 6V MA.AE.NEUTRIK
40;2;0;220uF 35V 8X11.;40;40;0;0,09000;;CONDEN.ELCO.RADIAL 105G R.3,5 B.IMPEDANC
41;2;0;D452000 GRIS;41;41;0;2,26960;;CONEXION F.T.P.MA.A RJ45 MA.2 mts.
42;2;110602;BYG10M  DO214AC;42;42;1297;0,10200;;CHIP DIODO 1,5A 1000V SMA 2,9X4,6
43;2;110602;BYM10-1000;43;43;225;0,10200;;CHIP DIODO RECT.1A 1000V MELF 2,5X5
44;2;0;MCP1703-3302E/DB;44;44;0;1,10800;;CHIP CIR.INTEGR.SOT223
45;2;110602;BYM10-600;45;45;423;0,07212;;CHIP DIODO RECT.1A 600V MELF 2,5X5
46;2;0;928999-1;46;46;0;0,37400;;TERMINAL FASTON HE.4,8 AMP
47;2;0;50.018/SB;47;47;0;12,09856;;CARGADOR BATERIAS NiCd/NiMH 2-4XAAA/AA
48;2;110602;GS1M/M7A  DO214AC;48;48;631;0,03222;;CHIP DIODO RECTIF.1A 1000V SMA 2,9X4,6
49;2;110602;LL4148;49;49;6070;0,00838;;CHIP DIODO RECTIFI.0,15A 75V SOD80C
50;2;110602;LL4151;50;50;1319;0,03606;;CHIP DIODO RECTIFI.0,15A 50V SOD80C
51;2;110602;LL42-07;51;51;7352;0,08400;;CHIP DIODO RAPIDO 0,2A 30V SOD80C
52;2;0;PN61;52;52;0;3,26200;;CONEXION CABLE DE PRUEBA COCODRILO
53;2;110602;LS4148 CUADROMELF;53;53;1006;0,01240;;CHIP DIODO RECTIFI.0,15A 75V SOD80C
54;2;0;ADM1816-10ART-RL7;54;54;0;2,24000;;CHIP CIR.INTEGR.SOT23
55;2;0;1000uF 63V 16X30 TTA;55;55;0;1,51500;;CONDENSADOR ELECTROLITICO 85G AXIAL
56;2;0;2139-2341;56;56;0;1,27400;;CONECTOR 1,25 34V HE.CODO CINTA FLEXIBLE
57;2;110602;SM4004;57;57;1;0,05400;;CHIP DIODO RECT.1A 400V 2,5X5 MELF
58;2;110602;SM4007;58;58;3726;0,03876;;CHIP DIODO RECTIFI.1A 1000V SMA 2,9X4,6
59;2;0;4439-3101;59;59;0;2,25400;;CONECTOR C/PLA.2,00 2X5V MA.RE.C/EX.LA.
60;2;11060103;USR100A;60;60;219;4,40000;;DIODO RECT.ULTRA RAP.0,2A 10000V CAJA SE
61;2;0;V300LA20/S14K300;61;61;0;1,31000;;VARISTOR 14mm 300V 50A (14N301)
62;2;110602;SS14/SK14  DO214AC;62;62;1020;0,08774;;CHIP DIODO RAPIDO 1A 40V SMA 2,9X4,6
63;2;110602;SS15  DO214AC;63;63;98;0,40000;;CHIP DIODO RAPIDO 1A 50V SMA 2,9X4,6
64;2;110602;SS34     DO214AB;64;64;440;0,43272;;CHIP DIODO RAPIDO 3A 40V SMC 5,8X8,1
65;2;110602;STPS340U (U34)   DO2;65;65;407;0,17988;;CHIP DIODO RAPIDO 3A 40V SMB 3,9X4,5
66;2;110602;US1K  DO214AC;66;66;1502;0,16888;;CHIP DIODO ULTRA RAP.1A 800V SMA 2,9X4,6
67;2;11060102;11DQ06;67;67;525;0,07000;;DIODO RECTIFICADOR RAPIDO 1,1A 60V DO41
68;2;0;LM236H5.0;68;68;0;13,10000;;CIRCUITO INTEGRADO TO46
69;2;0;ICL7109CPL;69;69;0;8,16200;;CIRCUITO INTEGRADO DIL40
70;2;0;ALT001;70;70;0;4,94000;;ALTAVOZ TV 2X3,5 PUL.5W 8R
71;2;11060101;1N2071;71;71;138;0,15626;;DIODO RECTIFICADOR 0,75A 600V DO41 AXIAL
72;2;0;2595-3151;72;72;0;1,02200;;CONECTOR 2,54 15V HEMBRA RECTO 5mm
73;2;11060101;1N3492RF INVERSO;73;73;84;1,80304;;DIODO RECTIFICADOR 25A 100V DO208
74;2;9010801;1uF 63V R-7,5 10%;74;74;8;1,52000;;CONDENSADOR POLYESTER RADIAL
75;2;0;C420-282 TTO.ESTAND.;75;75;0;39,00000;;ADVANCED CARTUCHO PELACABLE 3,5 MAX.
76;2;0;C420-281 TTO.ESTAND.;76;76;0;39,00000;;ADVANCED CARTUCHO PELACABLE 3,5 MAX.
77;2;11060103;1N3880;77;77;40;1,92324;;DIODO RECTIF.ULTRA RAP.6A 100V DO4 K/ROS
78;2;0;T 4,5 4X16 220Vca;78;78;0;2,52000;;LAMPARA TELEFONICA FLUOR
79;2;0;OPA2277PA;79;79;0;2,99200;;CIRCUITO INTEGRADO DIL8
80;2;0;MSS1260-332NL;80;80;0;0,44000;;CHIP INDUCTOR POT.3,3uH 6,5A 12,3X12,3X6
81;2;0;18,432 Mhz HC49/USMX;81;81;215;0,93500;;CHIP CRISTAL CUARZO 4,5X10,8X5
83;2;0;LM193JG;83;83;0;8,20000;;CIRCUITO INTEGRADO DIL8
84;2;0;MAX9744ETH+;84;84;0;10,90000;;CHIP CIR.INTEGR.TQFN44
85;2;0;L5;85;85;0;26,50000;;KIT CEBEK SECUENCIADOR DE 4 CANALES
86;2;0;B82793S0513N201;86;86;0;1,96000;;CHOQUE DATOS Y SENAL 51nH+2000nH
87;2;11060101;1N4007;87;87;4231;0,01160;;DIODO RECTIFICADOR 1A 1000V DO41 AXIAL
89;2;11060103;1N4148;89;89;12924;0,00678;;DIODO RECTI.ULTRA RAPIDO 0,15A 75V DO35
90;2;0;EP032/P32060345;90;90;0;197,04000;;CAJA EUROPAC 3U 450
91;2;11060103;1N4151;91;91;764;0,01742;;DIODO RECTI.ULTRA RAPIDO 0,15A 75V DO35
92;2;11060103;1N4153;92;92;747;0,10338;;DIODO RECTI.ULTRA RAPIDO 75V 150mA DO35
93;2;11060103;1N4448;93;93;9474;0,01408;;DIODO RECTI.ULTRA RAPIDO 0,15A 100V DO35
94;2;11060103;1N4934;94;94;842;0,03006;;DIODO RECTI.ULTRA RAPIDO 1A 100V DO41
95;2;11060103;1N4937;95;95;856;0,02000;;DIODO RECTI.ULTRA RAPIDO 1A 600V DO41
96;2;11060103;1N4944;96;96;349;0,02898;;DIODO RECTI.ULTRA RAPIDO 1A 400V DO41
97;2;0;BR401R  ROJO;97;97;0;2,19800;;BORNE 4mm AISLADO 16,5X45 30A NIQUELADO
98;2;11060101;1N5062;98;98;0;0,15626;;DIODO RECTIFICADOR 1A 800V DO41
99;2;11060101;1N5395;99;99;312;0,02644;;DIODO RECTIFICADOR 1,5A 400V DO15
100;2;11060101;1N5406;100;100;141;0,06010;;DIODO RECTIFICADOR 3A 600V DO201
101;2;11060101;1N5408;101;101;465;0,05000;;DIODO RECTIFICADOR 3A 1000V DO201
102;2;11060103;1N5619;102;102;227;0,68516;;DIODO RECTI.ULTRA RAPIDO 1A 600V SOD64
103;2;8020107;TOF5461BEB;103;103;40;2,74000;;DISPLAY 4X7S 0,56 PUL.A/C.NARANJA
104;2;11060101;1N5624;104;104;23;0,26444;;DIODO RECTIFICADOR 3A 200V SOD64
105;2;0;74LS541DW;105;105;0;0,80000;;CHIP CIR.INTEGR.SO20W 7,6X10,65X13 1,27
106;2;0;2322.156.11874;106;106;0;0,11400;;RESISTENCIA METAL FILM 0,6W 1% 187K
107;2;0;EP062/P32060645;107;107;0;214,04000;;CAJA EUROPAC 6U 450
108;2;0;4439-3141;108;108;0;2,52000;;CONECTOR C/PLA.2,00 2X7V MA.RE.C/EX.LA.
109;2;0;NFM-05-15 15V 5W;109;109;0;19,00000;;FUENTE ALIMENT.CONMUT.57,9X19,1X45 ABIER
110;2;11060102;1N5819;110;110;1754;0,04108;;DIODO RECTIFICADOR RAPIDO 1A 40V DO41
111;2;11060102;1N5821;111;111;1;0,19800;;DIODO RECTIFICADOR RAPIDO 3A 30V DO201
112;2;11060102;1N5822;112;112;1027;0,11122;;DIODO RECTIFICADOR RAPIDO 3A 40V DO201
113;2;0;1210 5% 10R;113;113;0;0,09000;;CHIP RESISTENCIA PELICULA SMD
114;2;11060101;1N649;114;114;2;0,27082;;DIODO RECTIFICADOR 0,4A 600V DO35
115;2;11060103;1S2075K;115;115;3125;0,06010;;DIODO RECTI.ULTRA RAPIDO 0,1A 35V DO35
116;2;0;59170-1-S-00;116;116;0;2,86000;;CHIP SENSOR PROXIMIDAD SMD 11,43X2,29
117;2;0;6737-2041;117;117;0;0,89600;;CONECTOR POTENCIA 4,2 4V MACHO CODO
118;2;0;AD636JH;118;118;0;28,00000;;CIRCUITO INTEGRADO H-10A METALICO
119;2;0;AN101101;119;119;0;58,58000;;SENSOR DE MOVIMIENTO Y POSICION CHERRY
120;2;0;N7E50-7516VY-20;120;120;0;18,40312;;CONECTOR SMD 0,635 2X25V P/TARJETA MEMOR
121;2;0;DYSI-97PS;121;121;0;29,80000;;CHIP CIR.INTEGR.SO28 7,6X10,65X18,1 1,27
122;2;11060101;50SQ060;122;122;653;1,74294;;DIODO RECTIFICADOR RAPIDO 5A 60V DO41
123;2;0;2549-2141;123;123;0;0,36000;;TIRA 2,54 14V P/CUAD.RECTO 7,5+2,54+9,0
124;2;0;80SQ045;124;124;0;0,52000;;DIODO RECTIFICADOR RAPIDO 8A 45V DO41
125;2;9010203;150pF 100V;125;125;214;0,00460;;CONDENSADOR CERAMICO DISCO R.2,5
126;2;9010203;2,7nF 100V;126;126;188;0,01300;;CONDENSADOR CERAMICO DISCO R.2,5
127;2;0;BMT-110;127;127;0;0,08708;;TAPON PLASTICO TALADRO 11mm NEGRO
128;2;0;PC10100 AMARILLA;128;128;0;1,20000;;CONEXION U.T.P.MA.A RJ45 MA.1 mts.
129;2;11060101;AY102;129;129;21;2,24778;;DIODO PROPOSITO GENERAL TO3
130;2;0;PC10050 AMARILLA;130;130;0;1,08000;;CONEXION U.T.P.MA.A RJ45 MA.0,50 mts.
131;2;50123;PP42M;131;131;2;2,63276;;CAJA PLASTICO 71X71X27 MARFIL
132;2;11060101;BA145;132;132;89;0,42070;;DIODO RECTIFICADOR 0.3A 350V DO41
133;2;11060103;BA157;133;133;6332;0,01600;;DIODO RECTIF.ULTRA RAPIDO 1A 400V DO41
134;2;0;SSM7602-01GS-K;134;134;0;5,10000;;CHIP CIR.INTEGR.SSOP28 5,4X7,9X10,3 0,65
135;2;11060103;BA159;135;135;664;0,03372;;DIODO RECTIF.ULTRA RAPIDO 1A 1000V DO41
136;2;11060103;BA221;136;136;527;0,02404;;DIODO RECTIF.ULTRA RAPIDO 0,2A 30V DO35
137;2;0;BA243;137;137;0;0,06010;;DIODO RECTIFICADOR 0,1A 35V DO35
138;2;11060103;BA317;138;138;429;0,04808;;DIODO RECTIF.ULTRA RAP. 0,1A 30V DO35
139;2;11060101;BA481;139;139;15;0,42070;;DIODO UHF MIXER 4V 30mA DO35
140;2;0;STM32F4 DISCOVERY;140;140;0;30,12000;;PLACA EVALUACION STM32F4DISCOVERY
141;2;11060102;BAT42;141;141;191;0,04664;;DIODO RECTIFICADOR RAPIDO 0,1A 30V DO35
142;2;50306;17.105SA;142;142;18;1,19000;;CONMUTADOR DESLIZANTE 1C 2P CODO S/AL.CI
143;2;11060102;BAT46;143;143;37;0,10818;;DIODO RECTIFICADO.RAPIDO 0,15A 100V DO35
144;2;11060102;BAT47;144;144;1362;0,06946;;DIODO RECTIFICADOR RAPIDO 0,35A 20V DO35
145;2;0;1206 1% 5,6R;145;145;0;0,09400;;CHIP RESISTENCIA PELICULA SMD
146;2;11060102;BAT85;146;146;247;0,07400;;DIODO RECTIFICADOR RAPIDO 0,2A 30V DO34
147;2;0;BAV10;147;147;0;0,07154;;DIODO RECTI.ULTRA RAPIDO 0,3A 60V DO35
148;2;11060103;BAV18;148;148;447;0,07212;;DIODO RECTI.ULTRA RAPIDO 0,25A 60V DO35
149;2;11060103;BAV19;149;149;41;0,05108;;DIODO RECTI.ULTRA RAPIDO 0,25A 120V DO35
150;2;11060103;BAV20;150;150;583;0,03022;;DIODO RECTI.ULTRA RAPIDO 0,25A 200V DO35
151;2;11060103;BAV21;151;151;646;0,02400;;DIODO RECTI.ULTRA RAPIDO 0,25A 250V DO35
152;2;11060103;BAV54-100;152;152;993;0,04688;;DIODO RECTI.ULTRA RAPIDO 0.2A 100V DO3
153;2;11060103;BAV54-30;153;153;21;0,04688;;DIODO RECTI.ULTRA RAPIDO 0.2A 30V DO35
154;2;11060103;BAV54-70;154;154;976;0,05410;;DIODO RECTI.ULTRA RAPIDO 0.2A 70V DO35
155;2;11060103;BAW62;155;155;73;0,05410;;DIODO RECTI.ULTRA RAPIDO .0,1A 75V DO35
156;2;11060103;BAX13;156;156;374;0,12020;;DIODO RECTI.ULTRA RAPIDO 0,15A 50V DO35
157;2;11060103;BAX16;157;157;88;0,14064;;DIODO RECTI.ULTRA RAPIDO 0,2A 165V DO35
158;2;11060103;BAX17;158;158;122;0,25242;;DIODO RECTI.ULTRA RAPIDO 0,2A 200V DO35
159;2;11060101;BAX18;159;159;39;0,29690;;DIODO RECTIFICADOR 0,35A 75V DO35
160;2;0;BB106;160;160;0;3,48600;;DIODO VARICAP 30V 4pF/5,6pF
161;2;0;CPB60;161;161;0;5,71000;;TERMOSTATO CONTACTO 60G N/CERRADO
162;2;0;PCB10050 BLINDADO;162;162;0;1,90000;;CONEXION F.T.P.RJ45 MA.A MA.0,5mts
163;2;0;LD7750RGR;163;163;0;1,80000;;CHIP CIR.INTEGR.
164;2;0;SL 3.5/8/180G3.2SNOR;164;164;0;2,41236;;REGLETA ENCHUFABLE 3,50 8V MA.RE.CERRADO
165;2;0;653182300300 230Vac;165;165;0;12,14100;;RELE POTEN.C.I.1 CON.20A 32,2X36,5X42,2
166;2;0;SL 3.5/3/180G3.2SNOR;166;166;0;0,38600;;REGLETA ENCHUFABLE 3,50 3V MA.RE.CERRADO
167;2;11060101;BY114;167;167;33;0,26444;;DIODO RECTIFICADOR 0,4A 650V METALICO
168;2;0;BY127;168;168;0;0,10818;;DIODO RECTIFICADOR 1A 1200V DO41
169;2;11060101;BY133;169;169;4588;0,21600;;DIODO RECTIFICADOR 1A 1300V DO41
170;2;0;SL 5.08/8/180B3.2SN;170;170;0;1,70196;;REGLETA ENCHUFABLE 5,08 8V MA.RE.CERRADO
171;2;11060101;BY198;171;171;29;0,49284;;DIODO RECTIFICADOR 0.4A 350V DO41
172;2;11060101;BY206;172;172;9;0,18030;;DIODO RECTIFICADOR 0,4A 350V DO41
173;2;0;MSM7704-01GS-K;173;173;0;12,80000;;CHIP CIR.INTEGRADO SO24 7,6X10,65X15,6
174;2;11060101;BY213A700R;174;174;40;0,78132;;DIODO RECTIFICADOR 4A 700V A/CHASIS
175;2;0;2750-13502;175;175;0;3,50000;;CONECTOR TNC 50R HEMBRA PANEL ENG.RG174
176;2;0;MBE0414-50 820R 1%;176;176;0;0,08094;;RESISTENCIA METAL FILM 1W 1% 820 R
177;2;0;MAX485ECSA+;177;177;0;4,08000;;CHIP CIR.INTEGR.SO8 4X6,2X5 1,27
178;2;0;BY228;178;178;0;1,32234;;DIODO AVALANCHA 1650V 3A SOD64
179;2;11060103;BY229-600;179;179;39;0,79200;;DIODO RECTI.ULTRA RAPIDO 7A 600V TO220
180;2;0;SN74LVC07AD/74LVC07A;180;180;0;1,02000;;CHIP CIR.INTEGR.SO14 4X6,2X8,75 1,27
181;2;0;K07.80.35.12VDC;181;181;0;65,60000;;CONTADOR DE PULSOS 7 DIGITOS C.I.12Vdc
182;2;11060101;BY251/1N5402;182;182;1674;0,06010;;DIODO RECTIFICADOR 3A 200V DO201
183;2;0;BY252/1N5404;183;183;0;0,04600;;DIODO RECTIFICADOR 3A 400V DO201
184;2;41003;31.238;184;184;14;5,38200;;CONECTOR TRIFASICO HE.AER.CODO DESM.HOMO
185;2;11060101;BY254/1N5407;185;185;3;0,05200;;DIODO RECTIFICADOR 3A 800V DO201
186;2;11060101;BY255;186;186;1139;0,05348;;DIODO RECTIFICADOR 3A 1300V DO201
187;2;0;VE13M00551K/14N911;187;187;0;0,90000;;VARISTOR 13mm 550V
188;2;11060101;BY294;188;188;17;0,07212;;DIODO RECTIFICADOR 2,5A
189;2;0;ASET-32.768MHZ-Y-T;189;189;0;7,70000;;CHIP OSCILADOR CUARZO 3,2X2,5X1,1 32.768
190;2;11060103;BY296;190;190;1447;0,07212;;DIODO RECTI.ULTRA RAPIDO 2A 100V DO201
191;2;11060103;BY297;191;191;49;0,07212;;DIODO RECTI.ULTRA RAPIDO 2A 200V DO201
192;2;11060103;BY298;192;192;89;0,07212;;DIODO RECTI.ULTRA RAPIDO 2A 400V DO201
193;2;0;BY299;193;193;0;0,04848;;DIODO RECTIFICADOR RAPIDO 2A 800V DO201
194;2;0;BY359-1500;194;194;0;0,55294;;DIODO ALTA VELOCIDAD 6,5A 1500V TO220
195;2;11060103;BY397;195;195;1005;0,18030;;DIODO RECTI.ULTRA RAPIDO 3A 200V DO201
196;2;11060103;BY399;196;196;256;0,08034;;DIODO RECTI.ULTRA RAPIDO 3A 800V DO201
197;2;0;WM-64PC;197;197;0;2,40000;;CAPSULA MICROFONICA ELECTRET 6mm C.I.
198;2;11060101;BY550-1000;198;198;161;0,07886;;DIODO RECTIFICADOR 5A 1000V DO201
199;2;0;K 50 FL (2948);199;199;0;4,58000;;ALTAVOZ 2 PUL.8R 1W VISATON
200;2;0;MIC38C42-1BM;200;200;0;5,30000;;CHIP CIR.INTEGR.SO14 4X6,2X8,75 1,27
201;2;11060103;BY584;201;201;11;0,30050;;DIODO RECTI.ULTRA RAP.8,5mA.1500V SOD61A
202;2;9010507;22uF 35V D-6,3mm;202;202;255;0,05000;;CHIP COND.ELCO C-D 5,4X6,6 85G
203;2;11060103;BYM26A;203;203;948;0,18030;;DIODO RECTI.ULTRA RAPIDO 3A 300V SOD64
204;2;9010201;1nF 100V;204;204;596;1,20200;;CONDENSADOR MICA PLATEADA R.6,35 5%
205;2;11060102;BYS2845 DOBLE;205;205;1295;0,18030;;DIODO RECTIFICAD.RAPIDO 2X12,5A 45V TOP3
206;2;0;MAX1818EUT18#G16;206;206;0;2,74000;;CHIP CIR.INTEGR.SOT23/6
207;2;0;DS3232SN;207;207;0;16,10000;;CHIP CIR.INTEGR.SO20W 7,6X10,65X13 1,27
208;2;0;BYT12P-1000;208;208;0;1,60000;;DIODO RECTIFICADOR 12A 1000V TO220AC
209;2;11010103;1N4764A;209;209;1145;0,07212;;DIODO ZENER 1W 100V DO41
210;2;0;1-1634002-0;210;210;0;7,88800;;CONECTOR MMCX MA.CODO ENGASTAR RG174 AMP
211;2;11060101;BYT230PI-800;211;211;1;23,73998;;DIODO RECTIFICADOR 30A 800V SOT227A
212;2;11060101;BYT30PI-1000;212;212;13;9,48398;;DIODO RECTI.ULTRA RAP.30A 1000V DOP3 AIS
213;2;11060103;BYT54M;213;213;45;0,16828;;DIODO RECTI.ULTRA RAP.0,75A 1000V SOD57
214;2;50322;IP0120R/8225;214;214;35;3,80800;;PULSADOR CONMUT.MIN.RECT.2C C/B.RO.SOLDA
215;2;91022;0603 1% 24,9R;215;215;130;0,07200;;CHIP RESISTENCIA PELICULA SMD
216;2;11060103;BYV26E;216;216;459;0,19596;;DIODO RECTI.ULTRA RAPIDO 1A 1000V SOD57
217;2;11060103;BYV27-150;217;217;8;0,33656;;DIODO RECTI.ULTRA RAPIDO 1,9A 150V SOD57
218;2;11060103;BYV27-200;218;218;100;0,24000;;DIODO RECTI.ULTRA RAPIDO 1,9A 200V SOD57
219;2;0;BYV28-200;219;219;0;0,37200;;DIODO RECTIFICADO.RAPIDO 3,5A 200V SOD64
220;2;11060103;BYV32E-200;220;220;17;0,87000;;DIODO RECTI.ULTRA RAPIDO 20A 200V TO220
221;2;11060101;BYV33-45;221;221;50;0,06010;;DIODO RECTICADOR RAPIDO 18A 45V
222;2;11060103;BYV42E-200;222;222;28;1,09884;;DIODO RECTI.ULTRA RAPIDO 30A 200V TO220
223;2;0;CDRH105RNP-6R8NC;223;223;0;2,00000;;CHIP INDUCTOR POT.6,8uH 5A 10,5X10,3X5,1
224;2;0;BYV52-200;224;224;0;6,20000;;DIODO RECTIFICADOR RAPIDO 30A 500V SOT93
225;2;11060103;BYV79E-200;225;225;11;0,90152;;DIODO RECTI.ULTRA RAPIDO 14A 200V TO220
226;2;11060103;BYV95C;226;226;150;0,33656;;DIODO RECTI.ULTRA RAPIDO 1,5A 600V SOD57
227;2;11060103;BYW100-150;227;227;25;0,18030;;DIODO RECTI.ULTRA RAPIDO 1A 150V DO41
228;2;0;BYW100-200;228;228;0;0,15000;;DIODO RECTI.ULTRA RAPIDO 1.5A 200V DO41
229;2;11060103;BYW29E-200;229;229;23;0,46000;;DIODO RECTI.ULTRA RAPIDO 8A 200V TO220
230;2;0;MCP41010-I/P;230;230;0;2,06900;;CIRCUITO INTEGRADO POT.DIGITAL 10K  DIL8
231;2;11060103;BYW77-150;231;231;4;4,17102;;DIODO RECTI.ULTRA RAPIDO 20A 150V DOP31
232;2;11060103;BYW77P-200;232;232;20;4,04000;;DIODO RECTI.ULTRA RAPIDO 25A 200V SOD93
233;2;11060103;BYW80-200;233;233;58;0,46420;;DIODO RECTI.ULTRA RAPIDO 12A 200V TO220
234;2;100118;06.088T;234;234;390;0,04680;;TAPA PORTAFUSIBLE C.I.5X20 VDE VERDE
235;2;0;BYW95C;235;235;0;0,26000;;DIODO RECTIFICADOR 3,1A 600V SOD64
236;2;11060103;BYW98-200;236;236;121;0,44842;;DIODO RECTI.ULTRA RAPIDO 3A 200V DO241
237;2;11060101;BYX10;237;237;70;0,48082;;DIODO RECTIFICADOR 0,36A 800V
238;2;11060101;BYX55-600;238;238;1320;0,27016;;DIODO RECTIFICADOR 1,2A 500V DO201
239;2;41332;IC 2,5/3-ST-5,08;239;239;1;4,62000;;REGLETA ENCHUFABLE 5,08 3V MACHO
240;2;41332;DFK-MSTBA 2,5/5-G-5,;240;240;52;3,44300;;REGLETA ENCHUFABLE 5,08 5V MA.CHASIS
241;2;110301;DB3/ST2;241;241;1275;0,03600;;DIAC 32V 1A DO35
242;2;11060101;DS1712A/25F100;242;242;31;4,60000;;DIODO RECTIFICADOR 25A 1200V DO4.A/ROSCA
243;2;50403;AWG26 BLANCO;243;243;2;168,00000;;BOBINA HILO GRAPINAR 500 mts.
244;2;0;SBT4113;244;244;0;0,71120;;INTERRUPTOR POR VIBRACION RADIAL 4X11mm
245;2;11060101;DSI17-08A;245;245;1;6,56306;;DIODO RECTIFICADOR 25A 800V DO4 K/ROSCA
246;2;11060101;DSI17-12A;246;246;14;4,61578;;DIODO RECTIFICADOR 25A 1200V DO4 K/ROSCA
247;2;11060101;DTZ200A;247;247;104;0,58900;;DIODO SUPRESOR TRANS.200V BIDIR.
248;2;11060101;EA382;248;248;300;0,08414;;DIODO RECTIFICADOR DO35
249;2;11060102;ERB810-04;249;249;1000;0,12020;;DIODO RECTIFICADOR RAPIDO 1,7A 40V DO41
250;2;0;MC9S08JM32CLD;250;250;0;3,50000;;CHIP MEMORIA FLASH 8 BITS LQFP44
251;2;40520;CO1820/08460-20;251;251;63;0,55378;;CONECTOR C/PLA.2,54 2X12V 7,62 D.I.L.
252;2;0;BUL38D;252;252;0;0,50000;;TRANSISTOR POWER NPN TO220
253;2;0;161-3935-E;253;253;0;0,90200;;JACK SMD 3,5 ESTEREO HEMBRA
254;2;11060103;GI826/MR826;254;254;54;0,96162;;DIODO RECTI.ULTRA RAPIDO 5A 600V R6
255;2;0;0603 1% 28K;255;255;0;0,05800;;CHIP RESISTENCIA PELICULA SMD
256;2;0;5552-3101;256;256;0;0,61600;;CONECTOR 2,54 2X5V P/CU.HE.RE.11+2,30
257;2;0;ISL22343UFV20Z;257;257;0;7,32000;;CHIP CIR.INTEGR.TSSOP20 4,5X6,6X6,6 0,65
